strategy,game_number,target_word,tier,won,attempts,total_reward,guess_1,feedback_1,hamming_1,levenshtein_1,guess_2,feedback_2,hamming_2,levenshtein_2,guess_3,feedback_3,hamming_3,levenshtein_3,guess_4,feedback_4,hamming_4,levenshtein_4,guess_5,feedback_5,hamming_5,levenshtein_5,guess_6,feedback_6,hamming_6,levenshtein_6,candidates_before_1,candidates_after_1,reduction_rate_1,candidates_before_2,candidates_after_2,reduction_rate_2,candidates_before_3,candidates_after_3,reduction_rate_3,candidates_before_4,candidates_after_4,reduction_rate_4,candidates_before_5,candidates_after_5,reduction_rate_5,candidates_before_6,candidates_after_6,reduction_rate_6
random,52,REICH,2,True,5,4.6,SCOLD,-Y---,5,5,TUNIC,---YY,5,4,VICKY,-YY--,5.0,4.0,CRIME,YYG-Y,4.0,4.0,REICH,GGGGG,0.0,0.0,,,,,5629,273,95.1501154734411,273,40,85.34798534798534,40,18,55.00000000000001,18,1,94.44444444444444,1,1,0.0,,,
random,53,ICONS,2,True,4,7.8,DECAY,--Y--,5,5,CONTI,YYY-Y,5,3,SCION,YGYYY,4.0,3.0,ICONS,GGGGG,0.0,0.0,,,,,,,,,5629,206,96.34038017409841,206,2,99.02912621359224,2,1,50.0,1,1,0.0,,,,,,
random,54,SILKY,2,True,3,8.8,CHICA,--Y--,5,5,LEVIS,Y--YY,5,5,SILKY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,584,89.62515544501687,584,3,99.48630136986301,3,1,66.66666666666666,,,,,,,,,
random,55,CARVE,2,True,4,8.0,AXONS,Y----,5,5,CLARA,G-YY-,4,3,CATER,GG-YY,3.0,3.0,CARVE,GGGGG,0.0,0.0,,,,,,,,,5629,804,85.71682359211228,804,13,98.38308457711443,13,2,84.61538461538461,2,1,50.0,,,,,,
random,56,LAGER,2,True,3,11.0,TAMAR,-G--G,3,3,LASER,GG-GG,1,1,LAGER,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,46,99.18280333984723,46,6,86.95652173913044,6,1,83.33333333333334,,,,,,,,,
random,57,JERKS,2,True,6,4.2,ADDIS,----G,4,4,BLURS,---YG,4,4,TORTS,--G-G,3.0,3.0,SERFS,-GG-G,2.0,2.0,CERES,-GG-G,2.0,2.0,JERKS,GGGGG,0.0,0.0,5629,431,92.34322259726416,431,59,86.3109048723898,59,9,84.7457627118644,9,6,33.33333333333333,6,3,50.0,3,1,66.66666666666666
random,58,LOTUS,2,True,4,9.0,PUNTS,-Y-YG,4,4,STUBS,-YY-G,4,3,TORUS,YG-GG,2.0,2.0,LOTUS,GGGGG,0.0,0.0,,,,,,,,,5629,11,99.80458340735477,11,5,54.54545454545454,5,1,80.0,1,1,0.0,,,,,,
random,59,LACEY,2,True,3,9.2,IBSEN,---G-,4,4,COVET,Y--G-,4,4,LACEY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,315,94.40397939243205,315,13,95.87301587301587,13,1,92.3076923076923,,,,,,,,,
random,60,TUDOR,2,True,3,9.4,DEVON,Y--G-,4,4,ADIOS,-Y-G-,4,4,TUDOR,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,14,99.75128797299698,14,6,57.14285714285714,6,1,83.33333333333334,,,,,,,,,
random,61,QUOTA,2,True,3,9.0,GOODS,--G--,4,4,PROBE,--G--,4,4,QUOTA,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,111,98.02806892876177,111,23,79.27927927927928,23,1,95.65217391304348,,,,,,,,,
random,62,MOURN,2,True,4,8.3,PAWNS,---Y-,5,5,HONOR,-GY-Y,4,4,ROUEN,YGG-G,2.0,2.0,MOURN,GGGGG,0.0,0.0,,,,,,,,,5629,331,94.11973707585717,331,11,96.67673716012085,11,1,90.9090909090909,1,1,0.0,,,,,,
random,63,PROMO,2,True,3,10.4,METOO,Y--YG,4,4,CUOMO,--GGG,2,2,PROMO,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,4,99.92893942085628,4,1,75.0,1,1,0.0,,,,,,,,,
random,64,CASTE,2,True,5,6.7,DURGA,----Y,5,5,HAYNE,-G--G,3,3,WAITE,-G-GG,2.0,2.0,MATTE,-G-GG,2.0,2.0,CASTE,GGGGG,0.0,0.0,,,,,5629,900,84.011369692663,900,30,96.66666666666667,30,5,83.33333333333334,5,2,60.0,2,1,50.0,,,
random,65,CAPRI,2,True,4,7.8,VEGAS,---Y-,5,5,OCHOA,-Y--Y,5,5,CARDI,GGY-G,2.0,2.0,CAPRI,GGGGG,0.0,0.0,,,,,,,,,5629,682,87.88417125599574,682,55,91.93548387096774,55,1,98.18181818181819,1,1,0.0,,,,,,
random,66,ALIAS,2,True,5,6.9,HUMAN,---G-,4,4,DEGAS,---GG,3,3,PARAS,-Y-GG,3.0,3.0,ATLAS,G-YGG,2.0,2.0,ALIAS,GGGGG,0.0,0.0,,,,,5629,171,96.96216024160597,171,16,90.64327485380117,16,3,81.25,3,1,66.66666666666666,1,1,0.0,,,
random,67,PADDY,2,True,4,8.1,SLUMP,----Y,5,5,TAPED,-GY-Y,4,4,PANDA,GG-G-,2.0,2.0,PADDY,GGGGG,0.0,0.0,,,,,,,,,5629,200,96.446971042814,200,3,98.5,3,1,66.66666666666666,1,1,0.0,,,,,,
random,68,BLOBS,3,True,6,5.6,CASTS,----G,4,4,MILOS,--YYG,4,3,LOONS,Y-G-G,3.0,3.0,BLOWS,GGG-G,1.0,1.0,BLOGS,GGG-G,1.0,1.0,BLOBS,GGGGG,0.0,0.0,5629,424,92.46757861076567,424,22,94.81132075471697,22,7,68.18181818181817,7,2,71.42857142857143,2,1,50.0,1,1,0.0
random,69,DILLY,3,False,7,-10.0,AMISH,--Y--,5,5,VINCE,-G---,4,4,FIFTY,-G--G,3.0,3.0,BILLY,-GGGG,1.0,1.0,LILLY,-GGGG,1.0,1.0,WILLY,-GGGG,1.0,1.0,5629,360,93.6045478770652,360,48,86.66666666666667,48,18,62.5,18,4,77.77777777777779,4,3,25.0,3,2,33.33333333333333
random,70,GUTSY,3,True,5,6.9,MUMMY,-G--G,3,3,BUNDY,-G--G,3,3,HUSKY,-GY-G,3.0,3.0,SURRY,YG--G,3.0,3.0,GUTSY,GGGGG,0.0,0.0,,,,,5629,60,98.9340913128442,60,29,51.66666666666667,29,4,86.20689655172413,4,1,75.0,1,1,0.0,,,
random,71,TABOR,3,True,5,5.6,NUTTY,--Y--,5,5,TOPPS,GY---,4,4,TELCO,G---Y,4.0,4.0,TIMOR,G--GG,2.0,2.0,TABOR,GGGGG,0.0,0.0,,,,,5629,386,93.14265411263102,386,11,97.15025906735751,11,4,63.63636363636363,4,1,75.0,1,1,0.0,,,
random,72,INLAY,3,True,3,9.2,AUDEN,Y---Y,5,5,NIALL,YYYY-,5,4,INLAY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,215,96.18049387102505,215,2,99.06976744186046,2,1,50.0,,,,,,,,,
random,73,AHHHH,3,True,6,1.0,TRITE,-----,5,5,ADDON,G----,4,4,ALKYL,G----,4.0,4.0,ABBAS,G----,4.0,4.0,AWWWW,G----,4.0,4.0,AHHHH,GGGGG,0.0,0.0,5629,1002,82.19932492449813,1002,30,97.0059880239521,30,10,66.66666666666666,10,2,80.0,2,1,50.0,1,1,0.0
random,74,ROUEN,3,False,7,-10.0,GABBY,-----,5,5,NEILL,YY---,5,5,DOESN,-GY-G,3.0,3.0,TOKEN,-G-GG,2.0,2.0,COVEN,-G-GG,2.0,2.0,WOMEN,-G-GG,2.0,2.0,5629,2010,64.29205898028069,2010,93,95.3731343283582,93,8,91.39784946236558,8,6,25.0,6,2,66.66666666666666,2,1,50.0
random,75,BUENA,3,True,4,8.1,BIOME,G---Y,4,4,BYTES,G--Y-,4,4,BREAK,G-GY-,3.0,3.0,BUENA,GGGGG,0.0,0.0,,,,,,,,,5629,82,98.54325812755374,82,17,79.26829268292683,17,1,94.11764705882352,1,1,0.0,,,,,,
random,76,MENON,3,True,5,6.0,CEDED,-G---,4,4,KENYA,-GG--,3,3,WENTZ,-GG--,3.0,3.0,GENUS,-GG--,3.0,3.0,MENON,GGGGG,0.0,0.0,,,,,5629,361,93.58678273227927,361,25,93.07479224376732,25,16,36.0,16,10,37.5,10,1,90.0,,,
random,77,TRASK,3,True,3,9.5,KILOS,Y---Y,5,5,SKATE,YYGY-,4,4,TRASK,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,38,99.32492449813466,38,1,97.36842105263158,1,1,0.0,,,,,,,,,
random,78,CASIO,3,True,4,7.199999999999999,HIRST,-Y-Y-,5,5,SLIPS,Y-Y--,5,5,USAID,-YYG-,4.0,4.0,CASIO,GGGGG,0.0,0.0,,,,,,,,,5629,154,97.26416770296677,154,14,90.9090909090909,14,3,78.57142857142857,3,1,66.66666666666666,,,,,,
random,79,VOILA,3,True,3,9.3,ANGRY,Y----,5,5,VITAL,GY-YY,4,3,VOILA,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,806,85.68129330254041,806,2,99.75186104218362,2,1,50.0,,,,,,,,,
random,80,AURAL,3,True,5,6.9,SIGHS,-----,5,5,PACER,-Y--Y,5,5,RURAL,-GGGG,1.0,1.0,MURAL,-GGGG,1.0,1.0,AURAL,GGGGG,0.0,0.0,,,,,5629,1718,69.47948125777225,1718,77,95.51804423748544,77,2,97.40259740259741,2,1,50.0,1,1,0.0,,,
random,81,LEGER,3,True,4,7.3,BRUNO,-Y---,5,5,CARDS,--Y--,5,5,REVEL,YG-GY,3.0,3.0,LEGER,GGGGG,0.0,0.0,,,,,,,,,5629,602,89.30538283887014,602,67,88.87043189368771,67,2,97.01492537313433,2,1,50.0,,,,,,
random,82,DALLY,3,True,6,4.4,UHURU,-----,5,5,TONAL,---YY,5,5,FAILS,-G-G-,3.0,3.0,CALLY,-GGGG,1.0,1.0,BALLY,-GGGG,1.0,1.0,DALLY,GGGGG,0.0,0.0,5629,2594,53.917214425297566,2594,182,92.98380878951427,182,18,90.10989010989012,18,4,77.77777777777779,4,3,25.0,3,1,66.66666666666666
random,83,INIGO,3,True,3,9.9,RUBIO,---YG,4,4,IGLOO,GY--G,3,3,INIGO,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,36,99.36045478770652,36,1,97.22222222222221,1,1,0.0,,,,,,,,,
random,84,KRILL,3,True,5,5.3,SINGS,-Y---,5,5,MAORI,---YY,5,5,TRIPE,-GG--,3.0,3.0,BRICK,-GG-Y,3.0,3.0,KRILL,GGGGG,0.0,0.0,,,,,5629,409,92.73405578255462,409,53,87.04156479217605,53,6,88.67924528301887,6,1,83.33333333333334,1,1,0.0,,,
random,85,SNIDE,3,True,6,3.7,BLURB,-----,5,5,SHAPE,G---G,3,3,SMOKE,G---G,3.0,3.0,STEVE,G---G,3.0,3.0,SWINE,G-GYG,2.0,2.0,SNIDE,GGGGG,0.0,0.0,5629,1909,66.08633860365963,1909,19,99.00471451021477,19,11,42.10526315789473,11,3,72.72727272727273,3,1,66.66666666666666,1,1,0.0
random,86,LEWES,3,True,4,6.6,DONOR,-----,5,5,BULGE,--Y-Y,5,5,METAL,-G--Y,4.0,4.0,LEWES,GGGGG,0.0,0.0,,,,,,,,,5629,1493,73.4766388346065,1493,102,93.16811788345612,102,10,90.19607843137256,10,1,90.0,,,,,,
random,87,TAMER,3,True,4,8.4,SWING,-----,5,5,TAHOE,GG--Y,3,3,TAREK,GGYG-,2.0,2.0,TAMER,GGGGG,0.0,0.0,,,,,,,,,5629,1377,75.53739562977438,1377,8,99.41902687000727,8,3,62.5,3,1,66.66666666666666,,,,,,
random,88,COTTA,3,True,4,7.5,IRVIN,-----,5,5,DODDS,-G---,4,4,COMTE,GG-G-,2.0,2.0,COTTA,GGGGG,0.0,0.0,,,,,,,,,5629,1735,69.17747379641143,1735,121,93.02593659942363,121,1,99.17355371900827,1,1,0.0,,,,,,
random,89,CORBY,3,True,4,9.2,MSNBC,---GY,4,4,CHUBB,G--G-,3,3,COLBY,GG-GG,1.0,1.0,CORBY,GGGGG,0.0,0.0,,,,,,,,,5629,7,99.87564398649849,7,2,71.42857142857143,2,1,50.0,1,1,0.0,,,,,,
random,90,POLIS,3,True,4,6.2,RAKED,-----,5,5,THUMB,-----,5,5,WILLY,-YG--,4.0,4.0,POLIS,GGGGG,0.0,0.0,,,,,,,,,5629,745,86.76496713448213,745,168,77.4496644295302,168,8,95.23809523809523,8,1,87.5,,,,,,
random,91,ROXAS,3,True,6,4.5,FIVER,----Y,5,5,MARLO,-YY-Y,5,5,ROACH,GGY--,3.0,3.0,ROWAN,GG-G-,2.0,2.0,ROJAS,GG-GG,1.0,1.0,ROXAS,GGGGG,0.0,0.0,5629,556,90.12257949902292,556,33,94.06474820143885,33,6,81.81818181818183,6,2,66.66666666666666,2,1,50.0,1,1,0.0
random,92,RANCE,3,True,4,7.6,INDIO,-Y---,5,5,YEARN,-YYYY,5,5,EARNS,YGYY-,4.0,4.0,RANCE,GGGGG,0.0,0.0,,,,,,,,,5629,440,92.1833362941908,440,9,97.95454545454545,9,2,77.77777777777779,2,1,50.0,,,,,,
random,93,CARON,3,True,4,7.7,SELLS,-----,5,5,BOOBY,-Y---,5,5,AARON,-GGGG,1.0,1.0,CARON,GGGGG,0.0,0.0,,,,,,,,,5629,1349,76.03481968378041,1349,156,88.43587842846553,156,1,99.35897435897436,1,1,0.0,,,,,,
random,94,SURYA,3,True,3,9.4,YANKS,YY--Y,5,5,ARTSY,YY-YY,5,5,SURYA,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,15,99.73352282821105,15,2,86.66666666666667,2,1,50.0,,,,,,,,,
random,95,AGGIE,3,True,5,4.0,LUNAR,---Y-,5,5,BHATT,--Y--,5,5,PIZZA,-Y--Y,5.0,5.0,SADIQ,-Y-G-,4.0,4.0,AGGIE,GGGGG,0.0,0.0,,,,,5629,578,89.73174631373246,578,201,65.22491349480968,201,34,83.08457711442786,34,2,94.11764705882352,2,1,50.0,,,
random,96,CAUSA,3,True,5,5.1,FORKS,----Y,5,5,LUSTY,-YY--,5,4,USAIN,YYY--,5.0,4.0,SAUCE,YGGY-,3.0,3.0,CAUSA,GGGGG,0.0,0.0,,,,,5629,445,92.09451057026115,445,24,94.6067415730337,24,10,58.333333333333336,10,1,90.0,1,1,0.0,,,
random,97,BAMBA,3,True,5,7.2,BYTES,G----,4,4,BAZAR,GG-Y-,3,3,BANDA,GG--G,2.0,2.0,BAHIA,GG--G,2.0,2.0,BAMBA,GGGGG,0.0,0.0,,,,,5629,88,98.43666725883816,88,3,96.5909090909091,3,2,33.33333333333333,2,1,50.0,1,1,0.0,,,
random,98,MAYNE,3,True,4,8.6,SAGGY,-G--Y,4,4,YADAV,YG---,4,4,MAYER,GGGY-,2.0,2.0,MAYNE,GGGGG,0.0,0.0,,,,,,,,,5629,35,99.37821993249246,35,17,51.42857142857142,17,2,88.23529411764706,2,1,50.0,,,,,,
random,99,BOGGS,3,True,4,8.1,AKBAR,--Y--,5,5,OBEYS,YY--G,4,4,BOILS,GG--G,2.0,2.0,BOGGS,GGGGG,0.0,0.0,,,,,,,,,5629,198,96.48250133238587,198,20,89.8989898989899,20,9,55.00000000000001,9,1,88.88888888888889,,,,,,
random,100,FINNS,3,False,7,-10.0,DROVE,-----,5,5,JAILS,--Y-G,4,4,KINKS,-GG-G,2.0,2.0,SINUS,-GG-G,2.0,2.0,PINTS,-GG-G,2.0,2.0,MINIS,-GG-G,2.0,2.0,5629,1135,79.83656066796945,1135,43,96.2114537444934,43,12,72.09302325581395,12,8,33.33333333333333,8,3,62.5,3,2,33.33333333333333
css,1,PHOTO,1,True,4,7.3,ALTER,--Y--,5,5,HINTS,Y--G-,4,4,MOUTH,-Y-GY,4.0,4.0,PHOTO,GGGGG,0.0,0.0,,,,,,,,,5629,190,96.62462249067329,190,5,97.36842105263158,5,1,80.0,1,1,0.0,,,,,,
css,2,PARTY,1,True,4,8.9,NEARS,--YY-,5,4,MARTA,-GGG-,2,2,BARTH,-GGG-,2.0,2.0,PARTY,GGGGG,0.0,0.0,,,,,,,,,5629,172,96.94439509682003,172,5,97.09302325581395,5,2,60.0,2,1,50.0,,,,,,
css,3,TRICK,1,True,6,5.4,SIENA,-Y---,5,5,CHILD,Y-G--,4,4,BUICK,--GGG,2.0,2.0,PRICK,-GGGG,1.0,1.0,FRICK,-GGGG,1.0,1.0,TRICK,GGGGG,0.0,0.0,5629,120,97.8681826256884,120,7,94.16666666666667,7,3,57.14285714285714,3,2,33.33333333333333,2,1,50.0,1,1,0.0
css,4,DIRTY,1,True,4,7.3,STAIN,-Y-Y-,5,5,TITHE,YG---,4,4,PILOT,-G--Y,4.0,4.0,DIRTY,GGGGG,0.0,0.0,,,,,,,,,5629,108,98.08136436311956,108,5,95.37037037037037,5,2,60.0,2,1,50.0,,,,,,
css,5,USUAL,1,True,3,9.2,SCALE,Y-YY-,5,3,PALOS,-YY-Y,5,5,USUAL,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,32,99.43151536685025,32,3,90.625,3,1,66.66666666666666,,,,,,,,,
css,6,TRULY,1,True,3,9.4,ALINE,-Y---,5,5,SULLY,-Y-GG,3,3,TRULY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,122,97.83265233611654,122,1,99.18032786885246,1,1,0.0,,,,,,,,,
css,7,SPENT,1,True,3,9.6,GAMES,---YY,5,5,SEINE,GY-G-,3,3,SPENT,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,147,97.38852371646828,147,4,97.27891156462584,4,1,75.0,,,,,,,,,
css,8,PAUSE,1,True,3,9.4,LOIRE,----G,4,4,STAGE,Y-Y-G,4,4,PAUSE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,136,97.58394030911352,136,5,96.32352941176471,5,1,80.0,,,,,,,,,
css,9,CRAZY,1,True,6,4.2,DALES,-Y---,5,5,TRAIN,-GG--,3,3,BRAGA,-GG--,3.0,3.0,CRAMP,GGG--,2.0,2.0,CRACK,GGG--,2.0,2.0,CRAZY,GGGGG,0.0,0.0,5629,317,94.36844910286018,317,11,96.52996845425868,11,3,72.72727272727273,3,2,33.33333333333333,2,1,50.0,1,1,0.0
css,10,BASES,1,True,6,5.7,KOREA,---GY,4,4,LANES,-G-GG,2,2,GATES,-G-GG,2.0,2.0,CAVES,-G-GG,2.0,2.0,DAMES,-G-GG,2.0,2.0,BASES,GGGGG,0.0,0.0,5629,177,96.85556937289039,177,45,74.57627118644068,45,27,40.0,27,15,44.44444444444444,15,7,53.333333333333336,7,1,85.71428571428571
css,11,YOUNG,1,True,4,7.7,READS,-----,5,5,TONIC,-GY--,4,4,JOONG,-G-GG,2.0,2.0,YOUNG,GGGGG,0.0,0.0,,,,,,,,,5629,432,92.32545745247823,432,4,99.07407407407408,4,1,75.0,1,1,0.0,,,,,,
css,12,MEANS,1,True,4,9.9,RAKES,-Y-YG,4,4,DEALS,-GG-G,2,2,MEATS,GGG-G,1.0,1.0,MEANS,GGGGG,0.0,0.0,,,,,,,,,5629,35,99.37821993249246,35,13,62.857142857142854,13,1,92.3076923076923,1,1,0.0,,,,,,
css,13,TRUTH,1,True,4,7.1,RAILS,Y----,5,5,COREY,--Y--,5,5,GRUNT,-GG-Y,3.0,3.0,TRUTH,GGGGG,0.0,0.0,,,,,,,,,5629,368,93.46242671877776,368,8,97.82608695652173,8,2,75.0,2,1,50.0,,,,,,
css,14,FIRED,1,True,4,8.0,ROLES,Y--G-,4,4,EATER,---GY,4,4,BRIEF,-YYGY,4.0,4.0,FIRED,GGGGG,0.0,0.0,,,,,,,,,5629,164,97.08651625510748,164,14,91.46341463414635,14,1,92.85714285714286,1,1,0.0,,,,,,
css,15,FOLKS,1,True,4,8.9,TEARS,----G,4,4,SOULS,-G-YG,3,3,LOOKS,YG-GG,2.0,2.0,FOLKS,GGGGG,0.0,0.0,,,,,,,,,5629,229,95.93178184402203,229,17,92.57641921397381,17,2,88.23529411764706,2,1,50.0,,,,,,
css,16,CHILE,1,True,5,6.9,TOMES,---Y-,5,5,RAINE,--G-G,3,3,BLIGE,-YG-G,3.0,3.0,WHILE,-GGGG,1.0,1.0,CHILE,GGGGG,0.0,0.0,,,,,5629,511,90.92201101438977,511,10,98.04305283757338,10,3,70.0,3,1,66.66666666666666,1,1,0.0,,,
css,17,BLACK,1,True,3,9.9,LEANS,Y-G--,4,4,CLARA,YGG--,3,3,BLACK,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,40,99.2893942085628,40,2,95.0,2,1,50.0,,,,,,,,,
css,18,GRANT,1,True,5,7.8,RENAL,Y-YY-,5,4,DRAIN,-GG-Y,3,3,FRANK,-GGG-,2.0,2.0,BRANT,-GGGG,1.0,1.0,GRANT,GGGGG,0.0,0.0,,,,,5629,60,98.9340913128442,60,10,83.33333333333334,10,4,60.0,4,1,75.0,1,1,0.0,,,
css,19,MEALS,1,True,4,9.3,PIERS,--Y-G,4,4,SALES,-YYYG,4,3,DEALS,-GGGG,1.0,1.0,MEALS,GGGGG,0.0,0.0,,,,,,,,,5629,229,95.93178184402203,229,7,96.94323144104804,7,2,71.42857142857143,2,1,50.0,,,,,,
css,20,CREAM,1,True,4,8.5,SABER,-Y-YY,5,5,TRADE,-GY-Y,4,4,FREAK,-GGG-,2.0,2.0,CREAM,GGGGG,0.0,0.0,,,,,,,,,5629,85,98.48996269319595,85,9,89.41176470588236,9,2,77.77777777777779,2,1,50.0,,,,,,
css,21,AWAKE,1,True,4,8.5,SNORE,----G,4,4,AGILE,G---G,3,3,ABATE,G-G-G,2.0,2.0,AWAKE,GGGGG,0.0,0.0,,,,,,,,,5629,183,96.74897850417481,183,4,97.81420765027322,4,2,50.0,2,1,50.0,,,,,,
css,22,OCCUR,1,True,4,8.2,LASER,----G,4,4,TIMOR,---YG,4,4,ODOUR,G--GG,2.0,2.0,OCCUR,GGGGG,0.0,0.0,,,,,,,,,5629,25,99.55587138035175,25,2,92.0,2,1,50.0,1,1,0.0,,,,,,
css,23,YEARS,1,True,4,9.6,SATIN,YY---,5,5,REALS,YGG-G,2,2,BEARS,-GGGG,1.0,1.0,YEARS,GGGGG,0.0,0.0,,,,,,,,,5629,153,97.2819328477527,153,8,94.77124183006535,8,7,12.5,7,1,85.71428571428571,,,,,,
css,24,GRADE,1,True,4,9.6,REAMS,YYG--,4,4,TRACE,-GG-G,2,2,DRAKE,YGG-G,2.0,2.0,GRADE,GGGGG,0.0,0.0,,,,,,,,,5629,23,99.59140166992361,23,8,65.21739130434783,8,1,87.5,1,1,0.0,,,,,,
css,25,CHILL,1,True,4,7.3,SANTI,----Y,5,5,RILED,-YY--,5,4,CLIMB,GYG--,3.0,3.0,CHILL,GGGGG,0.0,0.0,,,,,,,,,5629,300,94.670456564221,300,15,95.0,15,1,93.33333333333333,1,1,0.0,,,,,,
css,26,FLOOD,1,True,4,8.1,HANES,-----,5,5,DIPLO,Y--YY,5,5,FLOYD,GGG-G,1.0,1.0,FLOOD,GGGGG,0.0,0.0,,,,,,,,,5629,405,92.80511636169835,405,6,98.51851851851852,6,1,83.33333333333334,1,1,0.0,,,,,,
css,27,APPLY,1,True,5,6.1,MARES,-Y---,5,5,ALINA,GY---,4,4,AFOUL,G---Y,4.0,4.0,APTLY,GG-GG,1.0,1.0,APPLY,GGGGG,0.0,0.0,,,,,5629,301,94.65269141943506,301,9,97.00996677740864,9,2,77.77777777777779,2,1,50.0,1,1,0.0,,,
css,28,SMILE,1,True,3,10.1,COLES,--YYY,5,4,STALE,G--GG,2,2,SMILE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,32,99.43151536685025,32,1,96.875,1,1,0.0,,,,,,,,,
css,29,KNOCK,1,True,4,6.4,ASTER,-----,5,5,GOULD,-Y---,5,5,ONION,YG---,4.0,4.0,KNOCK,GGGGG,0.0,0.0,,,,,,,,,5629,399,92.91170723041392,399,23,94.23558897243107,23,2,91.30434782608695,2,1,50.0,,,,,,
css,30,SLEEP,1,True,4,9.7,AIRES,---GY,4,4,STEEN,G-GG-,2,2,SHEEP,G-GGG,1.0,1.0,SLEEP,GGGGG,0.0,0.0,,,,,,,,,5629,34,99.39598507727838,34,5,85.29411764705883,5,2,60.0,2,1,50.0,,,,,,
css,31,BRICK,1,True,3,9.7,TRANS,-G---,4,4,CRIED,YGG--,3,3,BRICK,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,119,97.88594777047433,119,3,97.47899159663865,3,1,66.66666666666666,,,,,,,,,
css,32,WROTE,1,True,3,10.6,NORSE,-YY-G,4,4,TROPE,YGG-G,2,2,WROTE,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,22,99.60916681470954,22,1,95.45454545454545,1,1,0.0,,,,,,,,,
css,33,RATED,1,True,3,9.7,STAIR,-YY-Y,5,5,TARTE,YGY-Y,4,3,RATED,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,41,99.27162906377687,41,1,97.5609756097561,1,1,0.0,,,,,,,,,
css,34,ALERT,1,True,3,10.1,HEARS,-YYG-,4,4,ADORE,G--GY,3,3,ALERT,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,16,99.71575768342512,16,3,81.25,3,1,66.66666666666666,,,,,,,,,
css,35,CAGES,2,False,7,-10.0,LANES,-G-GG,2,2,RATES,-G-GG,2,2,GASES,YG-GG,2.0,2.0,PAGES,-GGGG,1.0,1.0,WAGES,-GGGG,1.0,1.0,MAGES,-GGGG,1.0,1.0,5629,66,98.82750044412862,66,42,36.36363636363637,42,4,90.47619047619048,4,3,25.0,3,2,33.33333333333333,2,1,50.0
css,36,TEDDY,2,True,4,7.6,BEANS,-G---,4,4,METRE,-GY--,4,4,DELFT,YG--Y,4.0,4.0,TEDDY,GGGGG,0.0,0.0,,,,,,,,,5629,178,96.83780422810446,178,14,92.13483146067416,14,2,85.71428571428571,2,1,50.0,,,,,,
css,37,COLES,2,False,7,-10.0,SIREN,Y--G-,4,4,TALES,--GGG,2,2,MOLES,-GGGG,1.0,1.0,FOLES,-GGGG,1.0,1.0,HOLES,-GGGG,1.0,1.0,POLES,-GGGG,1.0,1.0,5629,151,97.31746313732457,151,8,94.70198675496688,8,4,50.0,4,3,25.0,3,2,33.33333333333333,2,1,50.0
css,38,HWANG,2,True,4,7.5,ACRES,Y----,5,5,NATAL,YY---,5,5,GHANI,YYGG-,3.0,3.0,HWANG,GGGGG,0.0,0.0,,,,,,,,,5629,453,91.95238941197371,453,24,94.70198675496688,24,2,91.66666666666666,2,1,50.0,,,,,,
css,39,WRATH,2,True,4,7.199999999999999,ALIEN,Y----,5,5,TAPAS,YY---,5,5,CHART,-YGYY,4.0,4.0,WRATH,GGGGG,0.0,0.0,,,,,,,,,5629,517,90.81542014567418,517,18,96.5183752417795,18,1,94.44444444444444,1,1,0.0,,,,,,
css,40,MACHO,2,True,2,11.0,LACES,-GG--,3,3,MACHO,GGGGG,0,0,,,,,,,,,,,,,,,,,5629,17,99.69799253863918,17,1,94.11764705882352,,,,,,,,,,,,
css,41,LOPEZ,2,True,3,10.0,MARES,---G-,4,4,LOVED,GG-G-,2,2,LOPEZ,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,158,97.19310712382307,158,1,99.36708860759494,1,1,0.0,,,,,,,,,
css,42,GOODY,2,True,3,9.2,LORNA,-G---,4,4,BODES,-GY--,4,4,GOODY,GGGGG,0.0,0.0,,,,,,,,,,,,,5629,236,95.80742583052051,236,9,96.1864406779661,9,1,88.88888888888889,,,,,,,,,
css,43,BROTH,2,True,4,7.5,SARIN,--Y--,5,5,COURT,-Y-YY,5,5,TROPE,YGG--,3.0,3.0,BROTH,GGGGG,0.0,0.0,,,,,,,,,5629,287,94.9014034464381,287,11,96.16724738675958,11,2,81.81818181818183,2,1,50.0,,,,,,
