Game_Number,Hybrid_codestral-22b_CSS_CoT,Hybrid_codestral-22b_CSS_ZeroShot,Hybrid_codestral-22b_Random_CoT,Hybrid_codestral-22b_Random_ZeroShot,Hybrid_codestral-22b_VOI_CoT,Hybrid_codestral-22b_VOI_ZeroShot,Hybrid_gemma-27b_CSS_CoT,Hybrid_gemma-27b_CSS_ZeroShot,Hybrid_gemma-27b_Random_CoT,Hybrid_gemma-27b_Random_ZeroShot,Hybrid_gemma-27b_VOI_CoT,Hybrid_gemma-27b_VOI_ZeroShot,Hybrid_granite-8b_CSS_CoT,Hybrid_granite-8b_CSS_ZeroShot,Hybrid_granite-8b_Random_CoT,Hybrid_granite-8b_Random_ZeroShot,Hybrid_granite-8b_VOI_CoT,Hybrid_granite-8b_VOI_ZeroShot,Hybrid_llama-3.1-70b_CSS_CoT,Hybrid_llama-3.1-70b_CSS_ZeroShot,Hybrid_llama-3.1-70b_Random_CoT,Hybrid_llama-3.1-70b_Random_ZeroShot,Hybrid_llama-3.1-70b_VOI_CoT,Hybrid_llama-3.1-70b_VOI_ZeroShot,Hybrid_llama-3.1-8b_CSS_CoT,Hybrid_llama-3.1-8b_CSS_ZeroShot,Hybrid_llama-3.1-8b_Random_CoT,Hybrid_llama-3.1-8b_Random_ZeroShot,Hybrid_llama-3.1-8b_VOI_CoT,Hybrid_llama-3.1-8b_VOI_ZeroShot,Hybrid_llama-3.3-70b_CSS_CoT,Hybrid_llama-3.3-70b_CSS_ZeroShot,Hybrid_llama-3.3-70b_Random_CoT,Hybrid_llama-3.3-70b_Random_ZeroShot,Hybrid_llama-3.3-70b_VOI_CoT,Hybrid_llama-3.3-70b_VOI_ZeroShot,Hybrid_mistral-7b_CSS_CoT,Hybrid_mistral-7b_CSS_ZeroShot,Hybrid_mistral-7b_Random_CoT,Hybrid_mistral-7b_Random_ZeroShot,Hybrid_mistral-7b_VOI_CoT,Hybrid_mistral-7b_VOI_ZeroShot,Hybrid_mistral-small_CSS_CoT,Hybrid_mistral-small_CSS_ZeroShot,Hybrid_mistral-small_Random_CoT,Hybrid_mistral-small_Random_ZeroShot,Hybrid_mistral-small_VOI_CoT,Hybrid_mistral-small_VOI_ZeroShot,Hybrid_nemotron-8b_CSS_CoT,Hybrid_nemotron-8b_CSS_ZeroShot,Hybrid_nemotron-8b_Random_CoT,Hybrid_nemotron-8b_Random_ZeroShot,Hybrid_nemotron-8b_VOI_CoT,Hybrid_nemotron-8b_VOI_ZeroShot,PureLLM_codestral-22b_CoT,PureLLM_codestral-22b_ZeroShot,PureLLM_gemma-27b_CoT,PureLLM_gemma-27b_ZeroShot,PureLLM_gpt-oss-120b_CoT,PureLLM_gpt-oss-120b_ZeroShot,PureLLM_gpt-oss-20b_CoT,PureLLM_gpt-oss-20b_ZeroShot,PureLLM_granite-8b_CoT,PureLLM_granite-8b_ZeroShot,PureLLM_llama-3.1-70b_CoT,PureLLM_llama-3.1-70b_ZeroShot,PureLLM_llama-3.1-8b_CoT,PureLLM_llama-3.1-8b_ZeroShot,PureLLM_llama-3.3-70b_CoT,PureLLM_llama-3.3-70b_ZeroShot,PureLLM_mistral-7b_CoT,PureLLM_mistral-7b_ZeroShot,PureLLM_mistral-small_CoT,PureLLM_mistral-small_ZeroShot,PureLLM_nemotron-8b_CoT,PureLLM_nemotron-8b_ZeroShot,Pure_Algo_css,Pure_Algo_css_then_voi,Pure_Algo_css_voi_alternating,Pure_Algo_pure_random,Pure_Algo_random,Pure_Algo_voi,Pure_Algo_voi_css_alternating,Pure_Algo_voi_then_css
67,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,4,4.0,3.0,5.0,4.0,4.0,3.0,3.0
68,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,0.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4,3.0,2.0,5.0,4.0,0.0,4.0,4.0
69,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,2.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,5,4.0,4.0,3.0,4.0,5.0,4.0,5.0
70,4.0,5.0,5.0,0.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,0.0,5.0,0.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,0.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,0.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,2.0,5.0,0.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,4.0,3.0,5.0,5.0,4,5.0,5.0,4.0,3.0,5.0,5.0,5.0
71,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,0.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,4.0,4,4.0,2.0,4.0,4.0,5.0,4.0,4.0
72,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,5.0,4.0,5.0,5,5.0,5.0,5.0,5.0,4.0,4.0,5.0
73,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,1.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,4.0,4.0,4.0,4.0,4.0,5.0,5.0
74,4.0,3.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,5.0,0.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,5.0,0.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,3.0,3.0,5.0,4.0,2.0,3,2.0,2.0,5.0,5.0,3.0,2.0,0.0
75,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,5.0,4.0,5.0,4.0,4.0,0.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,5.0,2.0,5.0,3.0,5.0,5,5.0,5.0,5.0,4.0,5.0,5.0,5.0
76,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,1.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,2.0,5.0,3,2.0,4.0,5.0,3.0,4.0,2.0,3.0
77,5.0,1.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,0.0,3.0,3.0,2.0,5.0,3.0,3.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,0.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,5.0,2.0,3.0,1.0,4.0,1.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,2.0,5.0,4.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,4.0,5.0,4,3.0,4.0,5.0,4.0,5.0,0.0,3.0
78,4.0,0.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,0.0,5.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5,0.0,3.0,4.0,5.0,3.0,4.0,5.0
79,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,0.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,5,3.0,5.0,5.0,4.0,2.0,5.0,3.0
80,4.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,0.0,5.0,4.0,5.0,1.0,4.0,4.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4,5.0,4.0,5.0,5.0,5.0,5.0,4.0
81,3.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,1.0,2.0,5.0,3.0,3.0,5.0,2.0,3,2.0,2.0,5.0,5.0,1.0,2.0,4.0
82,4.0,3.0,5.0,4.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,5.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,4.0,2.0,4.0,5.0,4.0,4,2.0,3.0,5.0,5.0,3.0,2.0,5.0
83,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,4,5.0,3.0,5.0,3.0,4.0,5.0,3.0
84,5.0,5.0,3.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,3.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,4.0,5.0,4.0,1.0,3.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,3.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,4.0,5,4.0,4.0,5.0,5.0,4.0,4.0,5.0
85,2.0,4.0,2.0,3.0,4.0,4.0,5.0,0.0,4.0,3.0,3.0,0.0,2.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,1.0,4.0,5.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,2,2.0,2.0,5.0,3.0,2.0,3.0,3.0
86,4.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,2,3.0,3.0,4.0,5.0,3.0,3.0,3.0
87,1.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,3.0,2.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,1.0,2.0,5.0,2.0,4.0,0,0.0,0.0,5.0,3.0,1.0,3.0,2.0
88,5.0,5.0,3.0,4.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,4.0,3.0,5.0,4.0,5.0,0.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4,0.0,3.0,5.0,4.0,5.0,4.0,2.0
89,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,1.0,2.0,4.0,3.0,5.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,5.0,4.0,4.0,2.0,4.0,3.0,4.0,0.0,3.0,4.0,5.0,5.0,2.0,1,3.0,4.0,5.0,3.0,3.0,1.0,2.0
90,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,0.0,4.0,0.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,3.0,1.0,5.0,5.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,2,3.0,4.0,5.0,5.0,2.0,3.0,3.0
91,3.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,5.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,1.0,2.0,5.0,3,4.0,4.0,5.0,5.0,3.0,4.0,3.0
92,5.0,0.0,4.0,5.0,4.0,4.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,5.0,2.0,3.0,3.0,5.0,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,5.0,3.0,3.0,1.0,4.0,5.0,3.0,0.0,5.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,4.0,1,3.0,4.0,4.0,5.0,4.0,1.0,3.0
93,3.0,5.0,3.0,4.0,3.0,3.0,3.0,2.0,5.0,0.0,4.0,2.0,4.0,2.0,5.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,0.0,5.0,5.0,1.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3,1.0,1.0,4.0,5.0,1.0,1.0,4.0
94,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,0.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,0.0,4.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4,4.0,5.0,5.0,5.0,5.0,5.0,4.0
95,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,1.0,5.0,0.0,4.0,1.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,0.0,1.0,5.0,2,5.0,1.0,5.0,5.0,3.0,5.0,3.0
96,4.0,3.0,4.0,4.0,5.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,3.0,2.0,2.0,3.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,1.0,4.0,2.0,4.0,3.0,5.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,4,4.0,4.0,5.0,5.0,4.0,5.0,5.0
97,4.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4,3.0,3.0,5.0,3.0,4.0,4.0,3.0
98,3.0,2.0,4.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,5.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,4.0,3,1.0,3.0,4.0,4.0,2.0,1.0,3.0
99,3.0,3.0,5.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,5.0,5.0,4,3.0,3.0,5.0,4.0,3.0,4.0,4.0
100,4.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,4.0,3,2.0,3.0,4.0,4.0,4.0,3.0,2.0
